copyright	zengfr	site:http://github.com/zengfr/romhack
000003	[66]
11EB88	[FFFF]
11EB8A	[5000]
11EB8C	[FFFF]
11EB8E	[5000]
11EB90	[FFFF]
11EB92	[5000]
11EB94	[FFFF]
11EB96	[5000]
11EB98	[FFFF]
11EB9A	[5000]
11EB9C	[FFFF]
11EB9E	[5000]
11EBA0	[FFFF]
11EBA2	[5000]
11EC04	[FFFF]
11EC06	[6000]
11EC08	[FFFF]
11EC0A	[6000]
11EC0C	[FFFF]
11EC0E	[6000]
11EC10	[FFFF]
11EC12	[6000]
11EC14	[FFFF]
11EC16	[6000]
11EC18	[FFFF]
11EC1A	[6000]
11EC1C	[FFFF]
11EC1E	[6000]
11EC20	[FFFF]
11EC22	[6000]
11EC84	[FFFF]
11EC86	[6000]
11EC88	[FFFF]
11EC8A	[6000]
11EC8C	[FFFF]
11EC8E	[6000]
11EC90	[FFFF]
11EC92	[6000]
11EC94	[FFFF]
11EC96	[6000]
11EC98	[FFFF]
11EC9A	[6000]
11EC9C	[FFFF]
11EC9E	[6000]
11ECA0	[FFFF]
11ECA2	[6000]
11ED24	[FFFF]
11ED26	[6000]
11ED28	[FFFF]
11ED2A	[6000]
11ED2C	[FFFF]
11ED2E	[6000]
11ED30	[FFFF]
11ED32	[6000]
11ED34	[FFFF]
11ED36	[6000]
11ED38	[FFFF]
11ED3A	[6000]
11ED3C	[FFFF]
11ED3E	[6000]
11ED40	[FFFF]
11ED42	[6000]
11ED44	[0]
11ED46	[0]
11ED48	[0]
11ED4A	[0]
11ED4C	[0]
11ED4E	[0]
11ED50	[0]
11ED52	[0]
11ED58	[0]
11ED5A	[0]
11ED5C	[0]
11ED5E	[0]
11EDE0	[FFFF]
11EDE2	[1000]
11EDE4	[FFFF]
11EDE6	[1000]
11EDE8	[FFFF]
11EDEA	[1000]
11EDEC	[FFFF]
11EDEE	[1000]
11EDF0	[FFFF]
11EDF2	[1000]
11EDF4	[FFFF]
11EDF6	[1000]
11EDF8	[FFFF]
11EDFA	[1000]
11EDFC	[FFFF]
11EDFE	[1000]
11EE00	[0]
11EE02	[0]
11EE04	[0]
11EE06	[0]
11EE08	[0]
11EE0A	[0]
11EE0C	[0]
11EE0E	[0]
11EE10	[0]
11EE12	[0]
11EE14	[0]
11EE16	[0]
11EE18	[0]
11EE1A	[0]
11EE1C	[0]
11EE1E	[0]
11EED8	[FFFF]
11EEDA	[5000]
11EEDC	[FFFF]
11EEDE	[5000]
11EEEC	[FFFF]
11EEEE	[5000]
11EEF0	[FFFF]
11EEF2	[1000]
11EEF8	[FFFF]
11EEFA	[6000]
11EF0C	[FFFF]
11EF0E	[6000]
11EF24	[0]
11EF26	[0]
11EF28	[0]
11EF2A	[0]
11EF30	[0]
11EF32	[0]
11F300	[0]
11F302	[0]
11F304	[0]
11F306	[0]
11F390	[0]
11F392	[0]
11F394	[0]
11F396	[0]
11F398	[0]
11F39A	[0]
11F3F4	[0]
11F3F6	[0]
11F3F8	[0]
11F3FA	[0]
11F3FC	[0]
11F3FE	[0]
11F400	[0]
11F402	[0]
11F404	[0]
11F406	[0]
11F408	[0]
11F40A	[0]
11F514	[0]
11F516	[0]
11F518	[0]
11F51A	[0]
11F51C	[0]
11F51E	[0]
11F714	[0]
11F716	[0]
11F718	[0]
11F71A	[0]
11F71C	[0]
11F71E	[2000]
11F720	[0]
11F722	[2000]
11F724	[0]
11F726	[2000]
11F728	[0]
11F72A	[2000]
11F72C	[0]
11F72E	[2000]
11F744	[0]
11F746	[7000]
11F748	[0]
11F74A	[7000]
11F74C	[0]
11F74E	[7000]
11F750	[0]
11F752	[7000]
11F754	[0]
11F756	[7000]
11F758	[0]
11F75A	[7000]
11F77C	[0]
11F77E	[0]
11F780	[0]
11F782	[0]
11F784	[0]
11F786	[0]
11F788	[0]
11F78A	[0]
11F78C	[0]
11F78E	[0]
11F790	[0]
11F792	[0]
11F7F8	[201]
11F7FA	[1000]
11F7FC	[201]
11F7FE	[1000]
11F800	[201]
11F802	[1000]
11F804	[201]
11F806	[1000]
11F808	[201]
11F80A	[0]
11F80C	[201]
11F80E	[0]
11F810	[201]
11F812	[0]
11F814	[201]
11F816	[0]
11F818	[201]
11F81A	[0]
11F81C	[401]
11F81E	[4000]
11F820	[201]
11F822	[3000]
11F824	[302]
11F826	[3000]
11F828	[300]
11F82A	[4000]
11F82C	[201]
11F82E	[3000]
11F830	[201]
11F832	[4000]
11F834	[201]
11F836	[0]
11F838	[201]
11F83A	[0]
11F83C	[201]
11F83E	[0]
11F860	[201]
11F862	[0]
11F864	[302]
11F866	[1000]
11F868	[201]
11F86A	[3000]
11F86C	[302]
11F86E	[4000]
11F870	[201]
11F872	[2000]
11F874	[502]
11F876	[4000]
11F87C	[201]
11F87E	[0]
11F880	[401]
11F882	[0]
11F884	[402]
11F886	[0]
11F888	[201]
11F88A	[0]
11F88C	[201]
11F88E	[0]
11F890	[201]
11F892	[0]
11F894	[201]
11F896	[0]
11F8A4	[201]
11F8A6	[0]
11F8D4	[201]
11F8D6	[0]
11F8D8	[201]
11F8DA	[0]
11F8DC	[201]
11F8DE	[0]
11F8E0	[201]
11F8E2	[0]
11F910	[0]
11F912	[0]
11F914	[201]
11F916	[0]
11F918	[302]
11F91A	[1000]
11F91C	[201]
11F91E	[3000]
11F920	[301]
11F922	[4000]
11F924	[403]
11F926	[2000]
11F928	[702]
11F92A	[4000]
11F930	[201]
11F932	[0]
11F934	[401]
11F936	[0]
11F938	[402]
11F93A	[0]
11F948	[201]
11F94A	[0]
11F960	[301]
11F962	[0]
11F964	[201]
11F966	[3000]
11FAF4	[201]
11FAF6	[0]
11FAF8	[201]
11FAFA	[0]
11FAFC	[201]
11FAFE	[0]
11FB00	[201]
11FB02	[0]
11FB04	[201]
11FB06	[0]
11FBB0	[FFFF]
11FBB2	[5000]
11FBC4	[FFFF]
11FBC6	[5000]
11FBDC	[FFFF]
11FBDE	[5000]
11FBE0	[FFFF]
11FBE2	[5000]
11FD28	[202]
11FD2A	[0]
11FD2C	[202]
11FD2E	[0]
11FD30	[101]
11FD32	[0]
11FD34	[202]
11FD36	[0]
11FD38	[202]
11FD3A	[0]
11FD3C	[101]
11FD3E	[0]
11FD40	[101]
11FD42	[0]
11FD44	[101]
11FD46	[0]
11FD48	[101]
11FD4A	[0]
11FD4C	[101]
11FD4E	[0]
1200C0	[FFFF]
1200C2	[5000]
1200C4	[FFFF]
1200C6	[5000]
1200C8	[FFFF]
1200CA	[5000]
1200CC	[FFFF]
1200CE	[5000]
1200D0	[FFFF]
1200D2	[5000]
1200D4	[FFFF]
1200D6	[5000]
1200D8	[FFFF]
1200DA	[5000]
1200DC	[FFFF]
1200DE	[5000]
120140	[FFFF]
120142	[6000]
120144	[FFFF]
120146	[6000]
120148	[FFFF]
12014A	[6000]
12014C	[FFFF]
12014E	[6000]
120150	[FFFF]
120152	[6000]
120154	[FFFF]
120156	[6000]
120158	[FFFF]
12015A	[6000]
12015C	[FFFF]
12015E	[6000]
1201C0	[FFFF]
1201C2	[6000]
1201C4	[FFFF]
1201C6	[6000]
1201C8	[FFFF]
1201CA	[6000]
1201CC	[FFFF]
1201CE	[6000]
1201D0	[FFFF]
1201D2	[6000]
1201D4	[FFFF]
1201D6	[6000]
1201D8	[FFFF]
1201DA	[6000]
1201DC	[FFFF]
1201DE	[6000]
120260	[FFFF]
120262	[6000]
120264	[FFFF]
120266	[6000]
120268	[FFFF]
12026A	[6000]
12026C	[FFFF]
12026E	[6000]
120270	[FFFF]
120272	[6000]
120274	[FFFF]
120276	[6000]
120278	[FFFF]
12027A	[6000]
12027C	[FFFF]
12027E	[6000]
12029C	[0]
12029E	[0]
120320	[FFFF]
120322	[1000]
120324	[FFFF]
120326	[1000]
120328	[FFFF]
12032A	[1000]
12032C	[FFFF]
12032E	[1000]
120330	[FFFF]
120332	[1000]
120334	[FFFF]
120336	[1000]
120338	[FFFF]
12033A	[1000]
12033C	[FFFF]
12033E	[1000]
12034C	[0]
12034E	[0]
12035C	[0]
12035E	[0]
120528	[302]
12052A	[0]
12052C	[201]
12052E	[0]
120530	[302]
120532	[0]
120534	[400]
120536	[0]
120538	[201]
12053A	[0]
12053C	[201]
12053E	[0]
12057C	[0]
12057E	[0]
120580	[0]
120582	[0]
1206F0	[0]
1206F2	[0]
1206F4	[0]
1206F6	[0]
120A20	[12]
120A22	[A30]
120A24	[12]
120A26	[1070]
120A28	[12]
120A2A	[15B0]
120A60	[12]
120A62	[EF0]
120EF0	[FF]
120EF1	[1]
120EF2	[2]
120EF3	[2]
120EF4	[2]
120EF5	[2]
120EF6	[2]
120EF7	[1]
120EF8	[1]
120EF9	[0]
120EFA	[F]
120EFB	[0]
120EFC	[1]
120EFD	[3]
120F01	[4]
120F0F	[B]
120F11	[5]
120F12	[7]
120F1A	[3]
120F38	[B]
120F39	[6]
120F3A	[3]
120F47	[0]
121094	[12]
121096	[1380]
121380	[FF]
121381	[1]
121382	[1]
121383	[2]
121384	[1]
121385	[1]
121386	[0]
121387	[0]
121388	[F]
121389	[F]
12138A	[F]
12138B	[0]
121398	[2]
12139C	[2]
1213A4	[FF]
1213AA	[2]
1213AB	[3]
1213AC	[3]
1213AD	[3]
1213B0	[6]
1213C6	[2]
1213C7	[6]
1213C8	[7]
1213C9	[0]
1213CE	[0]
1213CF	[0]
1215E0	[12]
1215E2	[1A70]
1215E4	[12]
1215E6	[1AD0]
121A94	[5]
121AD1	[1]
121AD2	[1]
121B10	[3]
122230	[12]
122232	[2240]
122234	[12]
122236	[23A8]
122238	[12]
12223A	[24E8]
122240	[0]
122242	[0]
122244	[FFF9]
122246	[2A]
122248	[FFF3]
12224A	[2A]
12224C	[FFEE]
12224E	[2A]
122250	[FFE6]
122252	[2E]
122254	[FFEE]
122256	[2A]
122258	[FFF3]
12225A	[2A]
12225C	[FFF9]
12225E	[2A]
122260	[0]
122262	[27]
122264	[A]
122266	[26]
122268	[14]
12226A	[29]
12226C	[A]
12226E	[27]
122270	[3]
122272	[28]
122274	[FFC5]
122276	[1D]
122284	[FFDD]
122286	[32]
1222BC	[20]
1222BE	[45]
1222C4	[FFE7]
1222C6	[3B]
1222C8	[FFF6]
1222CA	[4F]
1222E8	[FFF1]
1222EA	[35]
122360	[1B]
122362	[49]
122364	[FFEC]
122366	[4C]
122368	[FFC3]
12236A	[1E]
12239C	[FFC3]
12239E	[1E]
1223A8	[0]
1223AA	[0]
1223AC	[FFF7]
1223AE	[26]
1223B0	[FFEF]
1223B2	[26]
1223B4	[FFE6]
1223B6	[2C]
1223B8	[FFEF]
1223BA	[26]
1223BC	[FFF7]
1223BE	[26]
1223C0	[1]
1223C2	[26]
1223C4	[7]
1223C6	[26]
1223C8	[10]
1223CA	[28]
1223CC	[16]
1223CE	[28]
1223D0	[10]
1223D2	[28]
1223D4	[7]
1223D6	[26]
122408	[FFFC]
12240A	[35]
122418	[2]
12241A	[25]
122438	[0]
12243A	[0]
122450	[0]
122452	[39]
122454	[13]
122456	[32]
122458	[13]
12245A	[32]
12245C	[13]
12245E	[32]
122468	[14]
12246A	[36]
1224C0	[C]
1224C2	[2C]
1224C4	[12]
1224C6	[4B]
1224C8	[4]
1224CA	[49]
1224CC	[FFC1]
1224CE	[2E]
1224E0	[1]
1224E2	[26]
1224E4	[FFC1]
1224E6	[2E]
1224EC	[FFFC]
1224EE	[28]
1224F0	[FFF8]
1224F2	[27]
122578	[FFE7]
12257A	[3B]
1225E8	[19]
1225EA	[43]
122928	[0]
12292A	[79]
122938	[B4]
12293A	[56]
122948	[100]
12294A	[0]
122988	[FF00]
12298A	[0]
122998	[FF4C]
12299A	[56]
1229A8	[0]
1229AA	[86]
1229BC	[EA]
1229BE	[4A]
1229C4	[114]
1229C6	[1A]
1229C8	[119]
1229CA	[0]
1229CC	[114]
1229CE	[FFE6]
1229D8	[C7]
1229DA	[FFA2]
1229DC	[9C]
1229DE	[FF91]
1229E8	[0]
1229EA	[FF7A]
1229EC	[FFCA]
1229EE	[FF7D]
1229F8	[FF39]
1229FA	[FFA2]
1229FC	[FF16]
1229FE	[FFB6]
122A08	[FEE7]
122A0A	[0]
122A18	[FF39]
122A1A	[5E]
122A28	[0]
122A2A	[92]
122A34	[AA]
122A36	[79]
122A38	[D9]
122A3A	[67]
122A44	[12D]
122A46	[1C]
122A48	[133]
122A4A	[0]
122A4C	[12D]
122A4E	[FFE4]
122A58	[D9]
122A5A	[FF99]
122A68	[0]
122A6A	[FF6E]
122A78	[FF27]
122A7A	[FF99]
122A88	[FECD]
122A8A	[0]
122A90	[FEE5]
122A92	[38]
122A98	[FF27]
122A9A	[67]
122AA4	[FFC5]
122AA6	[8F]
122AA8	[0]
122AAA	[98]
122B08	[FEC0]
122B0A	[0]
122B18	[FF1E]
122B1A	[6B]
122B28	[0]
122B2A	[9E]
122B38	[EB]
122B3A	[70]
122B88	[FEB4]
122B8A	[0]
122B98	[FF15]
122B9A	[70]
122BB8	[FD]
122BBA	[78]
122BC4	[15F]
122BC6	[21]
122BC8	[166]
122BCA	[0]
122BCC	[15F]
122BCE	[FFDF]
122BF8	[FF03]
122BFA	[FF88]
122C08	[FE9A]
122C0A	[0]
122C40	[162]
122C42	[46]
122C44	[178]
122C46	[23]
122C48	[180]
122C4A	[0]
122C4C	[178]
122C4E	[FFDD]
122C88	[FE80]
122C8A	[0]
122D28	[0]
122D2A	[CF]
122D2C	[54]
122D2E	[CB]
122D38	[133]
122D3A	[92]
122D40	[192]
122D42	[4F]
122D88	[FE4D]
122D8A	[0]
122D98	[FECD]
122D9A	[92]
122E28	[0]
122E2A	[DB]
122E30	[B0]
122E32	[CA]
122E38	[145]
122E3A	[9B]
122E40	[1A9]
122E42	[54]
122E44	[1C4]
122E46	[2A]
122E48	[1CC]
122E4A	[0]
122EB8	[157]
122EBA	[A3]
122EBC	[194]
122EBE	[80]
122EC0	[1C1]
122EC2	[58]
122EC4	[1DD]
122EC6	[2D]
122F10	[FE3F]
122F12	[58]
122F28	[0]
122F2A	[F3]
123128	[0]
12312A	[118]
123144	[241]
123146	[36]
123198	[FE60]
12319A	[C6]
1231A0	[FF1F]
1231A2	[103]
123528	[0]
12352A	[16D]
123538	[21E]
12353A	[102]
123548	[300]
12354A	[0]
12354C	[2F1]
12354E	[FFB9]
123590	[FD3B]
123592	[8C]
123728	[0]
12372A	[1E7]
123730	[188]
123732	[1C2]
123738	[2D3]
12373A	[158]
123740	[3B2]
123742	[BA]
123744	[3EC]
123746	[5F]
123748	[400]
12374A	[0]
12374C	[3EC]
12374E	[FFA1]
123788	[FC00]
12378A	[0]
123798	[FD2D]
12379A	[158]
1237A0	[FE78]
1237A2	[1C2]
138EC8	[3E]
138ECA	[3F]
138ECC	[3F]
138ECE	[3F]
138ED0	[40]
138ED2	[41]
138ED4	[42]
138ED6	[43]
138ED8	[44]
138EDA	[0]
138EDC	[0]
138EDE	[0]
138EE0	[45]
138EE2	[46]
138EE4	[0]
138EE6	[47]
138EE8	[44]
138EEA	[0]
138EEC	[0]
138EEE	[0]
138EF0	[45]
138EF2	[48]
138EF4	[0]
138EF6	[47]
138EF8	[44]
138EFA	[0]
138EFC	[0]
138EFE	[0]
138F00	[0]
138F02	[49]
138F04	[4A]
138F06	[4B]
138F08	[44]
138F0A	[0]
138F0C	[0]
138F0E	[0]
138F10	[0]
138F12	[4C]
138F14	[4D]
138F16	[4E]
138F18	[44]
138F1A	[0]
138F1C	[0]
138F1E	[0]
138F20	[0]
138F22	[4F]
138F24	[0]
138F26	[50]
138F28	[44]
138F2A	[0]
138F2C	[0]
138F2E	[0]
138F30	[45]
138F32	[51]
138F34	[0]
138F36	[50]
138F38	[44]
138F3A	[0]
138F3C	[0]
138F3E	[0]
138F40	[45]
138F42	[52]
138F44	[53]
138F46	[54]
138F48	[44]
138F4A	[0]
138F4C	[0]
138F4E	[0]
138F50	[45]
138F52	[58]
138F54	[59]
138F56	[5A]
138F58	[44]
138F5A	[0]
138F5C	[0]
138F5E	[0]
138F60	[0]
138F62	[5B]
138F64	[0]
138F66	[5C]
138F68	[44]
138F6A	[0]
138F6C	[0]
138F6E	[0]
138F70	[0]
138F72	[5D]
138F74	[0]
138F76	[5C]
138F78	[5E]
138F7A	[56]
138F7C	[0]
138F7E	[0]
138F80	[0]
138F82	[5F]
138F84	[60]
138F86	[61]
138F88	[0]
138F8A	[0]
138F8C	[0]
138F8E	[0]
138F90	[0]
138F92	[0]
138F94	[0]
138F96	[0]
138F98	[0]
138F9A	[0]
138F9C	[0]
138F9E	[0]
138FA0	[0]
138FA2	[0]
138FA4	[0]
138FA6	[0]
138FA8	[0]
138FAA	[0]
138FAC	[0]
138FAE	[0]
138FB0	[0]
138FB2	[0]
138FB4	[0]
138FB6	[0]
138FB8	[0]
138FBA	[0]
138FBC	[0]
138FBE	[0]
138FC0	[0]
138FC2	[0]
138FC4	[0]
138FC6	[0]
138FC8	[0]
138FCA	[0]
138FCC	[0]
138FCE	[0]
138FD0	[0]
138FD2	[0]
138FD4	[0]
138FD6	[0]
138FD8	[0]
138FDA	[0]
138FDC	[0]
138FDE	[0]
138FE0	[0]
138FE2	[0]
138FE4	[0]
138FE6	[0]
138FE8	[0]
138FEA	[0]
138FEC	[0]
138FEE	[0]
138FF0	[0]
138FF2	[0]
138FF4	[0]
138FF6	[0]
138FF8	[0]
138FFA	[0]
138FFC	[0]
138FFE	[0]
139000	[0]
139002	[0]
139004	[0]
139006	[0]
139008	[0]
13900A	[0]
13900C	[0]
13900E	[0]
139010	[0]
139012	[0]
139014	[0]
139016	[0]
139018	[0]
13901A	[0]
13901C	[0]
13901E	[0]
139020	[0]
139022	[0]
139024	[0]
139026	[0]
139028	[0]
13902A	[0]
13902C	[0]
13902E	[0]
139030	[0]
139032	[0]
139034	[0]
139036	[0]
139038	[0]
13903A	[0]
13903C	[0]
13903E	[0]
139040	[0]
139042	[0]
139044	[0]
139046	[0]
1390C8	[0]
1390CA	[0]
1390CC	[0]
1390CE	[15]
1390D0	[16]
1390D2	[17]
1390D4	[18]
1390D6	[19]
1390D8	[0]
1390DA	[0]
1390DC	[0]
1390DE	[1A]
1390E0	[1B]
1390E2	[1C]
1390E4	[1D]
1390E6	[1E]
1390E8	[0]
1390EA	[0]
1390EC	[0]
1390EE	[1F]
1390F0	[20]
1390F2	[21]
1390F4	[22]
1390F6	[23]
1390F8	[0]
1390FA	[0]
1390FC	[0]
1390FE	[24]
139100	[25]
139102	[26]
139104	[27]
139106	[23]
139108	[0]
13910A	[0]
13910C	[0]
13910E	[28]
139110	[29]
139112	[2A]
139114	[2B]
139116	[23]
139118	[0]
13911A	[0]
13911C	[2C]
13911E	[2D]
139120	[2E]
139122	[2F]
139124	[2B]
139126	[23]
139128	[0]
13912A	[0]
13912C	[0]
13912E	[30]
139130	[31]
139132	[32]
139134	[2B]
139136	[23]
139138	[0]
13913A	[0]
13913C	[0]
13913E	[0]
139140	[33]
139142	[34]
139144	[35]
139146	[36]
139148	[0]
13914A	[0]
13914C	[0]
13914E	[0]
139150	[37]
139152	[38]
139154	[39]
139156	[3A]
139158	[0]
13915A	[0]
13915C	[0]
13915E	[0]
139160	[3B]
139162	[3C]
139164	[3D]
139166	[3E]
139168	[0]
13916A	[0]
13916C	[0]
13916E	[0]
139170	[0]
139172	[0]
139174	[3F]
139176	[40]
139178	[0]
13917A	[0]
13917C	[0]
13917E	[0]
139180	[0]
139182	[0]
139184	[41]
139186	[42]
139188	[43]
13918A	[44]
13918C	[0]
13918E	[0]
139190	[0]
139192	[45]
139194	[46]
139196	[47]
139198	[43]
13919A	[44]
13919C	[0]
13919E	[0]
1391A0	[0]
1391A2	[48]
1391A4	[49]
1391A6	[4A]
1391A8	[43]
1391AA	[44]
1391AC	[0]
1391AE	[0]
1391B0	[0]
1391B2	[4B]
1391B4	[4C]
1391B6	[4D]
1391B8	[43]
1391BA	[44]
1391BC	[0]
1391BE	[0]
1391C0	[0]
1391C2	[4E]
1391C4	[4F]
1391C6	[50]
1391C8	[43]
1391CA	[43]
1391CC	[43]
1391CE	[43]
1391D0	[51]
1391D2	[52]
1391D4	[53]
1391D6	[54]
1391D8	[43]
1391DA	[43]
1391DC	[43]
1391DE	[43]
1391E0	[55]
1391E2	[56]
1391E4	[57]
1391E6	[58]
1391E8	[43]
1391EA	[43]
1391EC	[43]
1391EE	[43]
1391F0	[55]
1391F2	[59]
1391F4	[5A]
1391F6	[5B]
1391F8	[43]
1391FA	[43]
1391FC	[43]
1391FE	[43]
139200	[55]
139202	[5C]
139204	[5D]
139206	[5B]
139208	[43]
13920A	[43]
13920C	[43]
13920E	[43]
139210	[55]
139212	[5E]
139214	[5F]
139216	[60]
139218	[43]
13921A	[43]
13921C	[43]
13921E	[43]
139220	[55]
139222	[61]
139224	[62]
139226	[63]
139228	[43]
13922A	[43]
13922C	[43]
13922E	[43]
139230	[55]
139232	[64]
139234	[65]
139236	[66]
139238	[43]
13923A	[43]
13923C	[43]
13923E	[43]
139240	[55]
139242	[67]
139244	[68]
139246	[69]
139248	[43]
13924A	[43]
13924C	[43]
13924E	[43]
139250	[55]
139252	[6A]
139254	[6B]
139256	[66]
139258	[43]
13925A	[43]
13925C	[43]
13925E	[43]
139260	[55]
139262	[64]
139264	[6C]
139266	[66]
139268	[43]
13926A	[43]
13926C	[43]
13926E	[43]
139270	[55]
139272	[67]
139274	[6D]
139276	[69]
139278	[43]
13927A	[43]
13927C	[43]
13927E	[43]
139280	[55]
139282	[6A]
139284	[6B]
139286	[66]
139288	[43]
13928A	[43]
13928C	[43]
13928E	[43]
139290	[55]
139292	[64]
139294	[6E]
139296	[66]
139298	[43]
13929A	[43]
13929C	[43]
13929E	[43]
1392A0	[55]
1392A2	[6F]
1392A4	[68]
1392A6	[66]
1392A8	[43]
1392AA	[43]
1392AC	[43]
1392AE	[43]
1392B0	[55]
1392B2	[70]
1392B4	[6B]
1392B6	[71]
1392B8	[43]
1392BA	[43]
1392BC	[43]
1392BE	[43]
1392C0	[55]
1392C2	[5C]
1392C4	[6E]
1392C6	[72]
1392C8	[43]
1392CA	[43]
1392CC	[43]
1392CE	[43]
1392D0	[55]
1392D2	[73]
1392D4	[74]
1392D6	[75]
1392D8	[43]
1392DA	[43]
1392DC	[43]
1392DE	[43]
1392E0	[55]
1392E2	[6A]
1392E4	[76]
1392E6	[77]
1392E8	[43]
1392EA	[43]
1392EC	[43]
1392EE	[43]
1392F0	[55]
1392F2	[64]
1392F4	[78]
1392F6	[79]
1392F8	[43]
1392FA	[43]
1392FC	[43]
1392FE	[43]
139300	[55]
139302	[67]
139304	[6D]
139306	[6B]
139308	[43]
13930A	[43]
13930C	[43]
13930E	[43]
139310	[55]
139312	[7A]
139314	[6B]
139316	[6E]
139318	[43]
13931A	[43]
13931C	[43]
13931E	[43]
139320	[55]
139322	[7B]
139324	[6C]
139326	[74]
139328	[43]
13932A	[43]
13932C	[43]
13932E	[43]
139330	[55]
139332	[7C]
139334	[7D]
139336	[76]
139338	[43]
13933A	[43]
13933C	[43]
13933E	[43]
139340	[55]
139342	[7E]
139344	[7F]
139346	[80]
139348	[43]
13934A	[43]
13934C	[81]
13934E	[82]
139350	[83]
139352	[84]
139354	[85]
139356	[86]
139358	[43]
13935A	[43]
13935C	[87]
13935E	[88]
139360	[89]
139362	[8A]
139364	[8B]
139366	[7F]
139368	[43]
13936A	[43]
13936C	[8C]
13936E	[8D]
139370	[8E]
139372	[8F]
139374	[90]
139376	[91]
139378	[43]
13937A	[43]
13937C	[92]
13937E	[93]
139380	[94]
139382	[95]
139384	[96]
139386	[97]
139388	[43]
13938A	[43]
13938C	[98]
13938E	[99]
139390	[9A]
139392	[9B]
139394	[9C]
139396	[9D]
139398	[43]
13939A	[43]
13939C	[8C]
13939E	[9E]
1393A0	[9F]
1393A2	[A0]
1393A4	[A1]
1393A6	[A2]
1393A8	[43]
1393AA	[43]
1393AC	[92]
1393AE	[A3]
1393B0	[A4]
1393B2	[A5]
1393B4	[A6]
1393B6	[A6]
1393B8	[43]
1393BA	[43]
1393BC	[98]
1393BE	[A7]
1393C0	[A8]
1393C2	[A9]
1393C4	[AA]
1393C6	[AA]
139648	[154]
13964A	[155]
13964C	[43]
13964E	[43]
139650	[43]
139652	[43]
139654	[43]
139656	[43]
139658	[154]
13965A	[155]
13965C	[43]
13965E	[43]
139660	[43]
139662	[43]
139664	[43]
139666	[43]
139668	[154]
13966A	[155]
13966C	[43]
13966E	[43]
139670	[43]
139672	[43]
139674	[43]
139676	[43]
139678	[154]
13967A	[155]
13967C	[43]
13967E	[43]
139680	[43]
139682	[43]
139684	[43]
139686	[43]
139688	[154]
13968A	[155]
13968C	[43]
13968E	[43]
139690	[43]
139692	[43]
139694	[43]
139696	[43]
139698	[154]
13969A	[155]
13969C	[43]
13969E	[43]
1396A0	[43]
1396A2	[43]
1396A4	[43]
1396A6	[43]
1396A8	[156]
1396AA	[155]
1396AC	[43]
1396AE	[43]
1396B0	[43]
1396B2	[43]
1396B4	[43]
1396B6	[43]
1396B8	[157]
1396BA	[155]
1396BC	[43]
1396BE	[43]
1396C0	[43]
1396C2	[43]
1396C4	[43]
1396C6	[43]
1396C8	[158]
1396CA	[159]
1396CC	[43]
1396CE	[43]
1396D0	[43]
1396D2	[43]
1396D4	[43]
1396D6	[43]
1396D8	[15A]
1396DA	[15B]
1396DC	[43]
1396DE	[43]
1396E0	[43]
1396E2	[43]
1396E4	[43]
1396E6	[43]
1396E8	[15C]
1396EA	[15D]
1396EC	[43]
1396EE	[43]
1396F0	[43]
1396F2	[43]
1396F4	[43]
1396F6	[43]
1396F8	[15E]
1396FA	[15F]
1396FC	[43]
1396FE	[43]
139700	[43]
139702	[43]
139704	[43]
139706	[43]
139708	[160]
13970A	[161]
13970C	[43]
13970E	[43]
139710	[43]
139712	[43]
139714	[43]
139716	[43]
139718	[162]
13971A	[15B]
13971C	[43]
13971E	[43]
139720	[43]
139722	[43]
139724	[43]
139726	[43]
139728	[163]
13972A	[15B]
13972C	[43]
13972E	[43]
139730	[43]
139732	[43]
139734	[43]
139736	[43]
139738	[164]
13973A	[15B]
13973C	[43]
13973E	[43]
139740	[43]
139742	[43]
139744	[43]
139746	[43]
139748	[162]
13974A	[15B]
13974C	[43]
13974E	[43]
139750	[43]
139752	[43]
139754	[43]
139756	[43]
139758	[165]
13975A	[15B]
13975C	[43]
13975E	[43]
139760	[43]
139762	[43]
139764	[43]
139766	[43]
139768	[166]
13976A	[15B]
13976C	[43]
13976E	[43]
139770	[43]
139772	[43]
139774	[43]
139776	[43]
139778	[167]
13977A	[15B]
13977C	[43]
13977E	[43]
139780	[43]
139782	[43]
139784	[43]
139786	[43]
139788	[168]
13978A	[15B]
13978C	[43]
13978E	[43]
139790	[43]
139792	[43]
139794	[43]
139796	[43]
139798	[169]
13979A	[16A]
13979C	[43]
13979E	[43]
1397A0	[43]
1397A2	[43]
1397A4	[43]
1397A6	[43]
1397A8	[16B]
1397AA	[16A]
1397AC	[43]
1397AE	[43]
1397B0	[43]
1397B2	[43]
1397B4	[43]
1397B6	[43]
1397B8	[16C]
1397BA	[16A]
1397BC	[43]
1397BE	[43]
1397C0	[43]
1397C2	[43]
1397C4	[43]
1397C6	[43]
1397C8	[16D]
1397CA	[16D]
1397CC	[16D]
1397CE	[16D]
1397D0	[16E]
1397D2	[16F]
1397D4	[170]
1397D6	[171]
1397D8	[172]
1397DA	[173]
1397DC	[174]
1397DE	[174]
1397E0	[175]
1397E2	[176]
1397E4	[177]
1397E6	[178]
1397E8	[179]
1397EA	[17A]
1397EC	[17B]
1397EE	[17B]
1397F0	[17C]
1397F2	[17D]
1397F4	[17E]
1397F6	[17F]
1397F8	[180]
1397FA	[181]
1397FC	[182]
